Index,Query(한글),LLM Output,Functions
2XPJFJ,처음 위치로 돌아가주면 좋겠어 다음으로 풍속 설정된 값 확인해줄래,<function_KI>();<function_NK>(get=True)<end>,"['function_KI', 'function_NK']"
3CHOTR,강풍,<function_NK>(speed=3)<end>,['function_NK']
3CSRHY,풍량 터보로 바꿔줘,<function_NK>(speed=4)<end>,['function_NK']
3DQRGL,풍량 설정 상태를 알고 싶어요 그러고 나서 넌 아침형 인간이야,<function_NK>(get=True);<function_MR>()<end>,"['function_NK', 'function_MR']"
3FBXAM,고정 공기 청정 실행해줘 그리고 팬 풍량 뭐야,<function_PG>();<function_NK>(get=True)<end>,"['function_PG', 'function_NK']"
3FRQDD,팬 풍량 상태 알려줘,<function_NK>(get=True)<end>,['function_NK']
3GZUME,중풍,<function_NK>(speed=2)<end>,['function_NK']
3LYMKH,책상 정리해야겠어 그리고 바람 강도 약풍으로 맞춰줘,<function_MR>();<function_NK>(speed=1)<end>,"['function_MR', 'function_NK']"
3QJKVV,이번 주말에 뭐 하려고 그 후에 바람 강도 중풍으로 맞춰줘,<function_MR>();<function_NK>(speed=2)<end>,"['function_MR', 'function_NK']"
3SECFU,높은 바람 속도로 바꿔주시겠어요,<function_NK>(speed=-1)<end>,['function_NK']
3UIXJG,터보로 바꿔줘,<function_NK>(speed=4)<end>,['function_NK']
3UUHQX,기본 속도로 팬 설정해줘,<function_NK>(speed=-1)<end>,['function_NK']
3WEKGQ,내일 아침에 일찍 일어나야 돼 그 다음에 풍량을 강풍으로 바꿔줘,<function_MR>();<function_NK>(speed=3)<end>,"['function_MR', 'function_NK']"
4BCFUG,풍량 약풍으로 바꿔줘,<function_NK>(speed=1)<end>,['function_NK']
4DPGIP,알아서 바꿔줘,<function_NK>(speed=0)<end>,['function_NK']
4NKPCR,고정 공청 기능 켜줘 다음으로 중풍 바람 세기로 해줘,<function_PG>();<function_NK>(speed=2)<end>,"['function_PG', 'function_NK']"
4NPLXN,바람 세기를 조절해줘,<function_NK>(speed=3)<end>,['function_NK']
4SCNPI,충전 위치로 되돌아가 이어서 약풍 바람 세기로 해줘,<function_KI>();<function_NK>(speed=1)<end>,"['function_KI', 'function_NK']"
4TJYJX,이제 그만 복귀해 그 다음에 약풍 바람 세기로 해줘,<function_KI>();<function_NK>(speed=1)<end>,"['function_KI', 'function_NK']"
4ZJDQY,약풍,<function_NK>(speed=1)<end>,['function_NK']
4ZTEKJ,충전하러 복귀 그러고 나서 바람 강도 중풍으로 맞춰줘,<function_KI>();<function_NK>(speed=2)<end>,"['function_KI', 'function_NK']"
5CWOGQ,강품으로 바꿔줘,<function_NK>(speed=3)<end>,['function_NK']
5IVTSK,고정 청정 온 다음으로 바람 강도 자동으로 맞춰줘,<function_PG>();<function_NK>(speed=0)<end>,"['function_PG', 'function_NK']"
5NNFCS,풍속 강풍으로 조정해줘 그 다음에 요즘 뭐 공부하고 있어,<function_NK>(speed=3);<function_MR>()<end>,"['function_NK', 'function_MR']"
6CRXIM,고정 공청 기능 켜줘 그러고 나서 팬 풍량 오토로 설정해줘,<function_PG>();<function_NK>(speed=0)<end>,"['function_PG', 'function_NK']"
6JTEAC,터보로 설정해줘,<function_NK>(speed=4)<end>,['function_NK']
6LQMLN,"풍속을 조절해 주세요, 낮게",<function_NK>(speed=-1)<end>,['function_NK']
6MVMMH,팬 풍냥 중풍 세기로 해줘 그 후에 내일은 뭐 할 계획이야,<function_NK>(speed=2);<function_MR>()<end>,"['function_NK', 'function_MR']"
6MXBGB,풍량 자동으로 변경해줘,<function_NK>(speed=0)<end>,['function_NK']
6OJGBB,팬 풍냥 약풍 세기로 해줘 그리고 이거 어떻게 생각해,<function_NK>(speed=1);<function_MR>()<end>,"['function_NK', 'function_MR']"
6SIVUW,청정 켜봐 그러고 나서 풍속 약풍으로 조정해줘,<function_PG>();<function_NK>(speed=1)<end>,"['function_PG', 'function_NK']"
6SYZZY,바람 강도를 높여봐,<function_NK>(speed=-1)<end>,['function_NK']
7AMPIV,강풍으로 해줘,<function_NK>(speed=3)<end>,['function_NK']
7FNHYW,고정 공기 청정 가동 시작해줘 그리고 풍속 자동으로 해줘,<function_PG>();<function_NK>(speed=0)<end>,"['function_PG', 'function_NK']"
7MHJQN,이제 그만 복귀해 그리고 중풍 바람 세기로 해줘,<function_KI>();<function_NK>(speed=2)<end>,"['function_KI', 'function_NK']"
7PUFMN,풍속 알려줘,<function_NK>(get=True)<end>,['function_NK']
7UERCC,풍량이 어떻게되,<function_NK>(get=True)<end>,['function_NK']
7VZVAB,중풍으로 해줘,<function_NK>(speed=2)<end>,['function_NK']
8ANHNF,풍속 설정된 값 확인해줄래 그러고 나서 이 영화 추천할 만해,<function_NK>(get=True);<function_MR>()<end>,"['function_NK', 'function_MR']"
8GSHKP,풍속을 최소로 설정해줘,<function_NK>(speed=-1)<end>,['function_NK']
8MPFFH,풍량 자동으로 설정해줘,<function_NK>(speed=0)<end>,['function_NK']
8OUDLJ,처음 위치로 돌아가주면 좋겠어 그리고 풍속 몇으로 맞춰져 있는지 확인해줘,<function_KI>();<function_NK>(get=True)<end>,"['function_KI', 'function_NK']"
8SVGXY,저녁 메뉴 추천 해줘 그 다음에 바람 강도 강풍으로 맞춰줘,<function_MR>();<function_NK>(speed=3)<end>,"['function_MR', 'function_NK']"
8VVVWO,풍속을 약하게 조정해줘,<function_NK>(speed=-1)<end>,['function_NK']
9EWIKR,고정 청정 온 중풍 바람 세기로 해줘,<function_PG>();<function_NK>(speed=2)<end>,"['function_PG', 'function_NK']"
9GSBHQ,풍속 약풍으로 조정해줘 그리고 여기 와본 적 있어,<function_NK>(speed=1);<function_MR>()<end>,"['function_NK', 'function_MR']"
9MBVCP,고정 공기 청정 실행해줘 이어서 바람 강도 강풍으로 맞춰줘,<function_PG>();<function_NK>(speed=3)<end>,"['function_PG', 'function_NK']"
9MLPRZ,이제 그만 복귀해 그 다음에 자동 바람으로 설정해줘,<function_KI>();<function_NK>(speed=0)<end>,"['function_KI', 'function_NK']"
9NFKMZ,풍속 터보로 조정해줘 다음으로 내일 만나자,<function_NK>(speed=4);<function_MR>()<end>,"['function_NK', 'function_MR']"
9OEOYW,자동으로 설정해줘,<function_NK>(speed=0)<end>,['function_NK']
9QGWAA,풍량 알아서 바꿔줘,<function_NK>(speed=0)<end>,['function_NK']
9SRRDW,스테이션 위치로 복귀하세요 이어서 터보 바람 세기로 해줘,<function_KI>();<function_NK>(speed=4)<end>,"['function_KI', 'function_NK']"
