Index,Query(한글),LLM Output,Functions
8SHIAY,엘이디 밝기 알려줘,<function_WN>(get=True)<end>,['function_WN']
8TEPEM,오늘 할 일 끝났어 이어서 엘이디 눈 밝기를 백퍼로 바꿔줘,<function_MR>();<function_WN>(brightness=5)<end>,"['function_MR', 'function_WN']"
8TXYJD,엘이디 화면밝기를 사단계로 해줘,<function_WN>(brightness=4)<end>,['function_WN']
8VBAPD,충전 위치로 되돌아가 그리고 엘이디 밝기를 이십퍼로 설정해줘,<function_KI>();<function_WN>(brightness=1)<end>,"['function_KI', 'function_WN']"
8WPSFU,고정 공기 청정 가동 시작해줘 이어서 엘이디 눈 조명을 4로 맞할 수 있니,<function_PG>();<function_WN>(brightness=4)<end>,"['function_PG', 'function_WN']"
8YVUTX,충전하러 복귀 또 엘이디 아이 밝기 이단계로 높일래,<function_KI>();<function_WN>(brightness=2)<end>,"['function_KI', 'function_WN']"
9KKMWK,밝기를 영으로 해줘,<function_WN>(brightness=0)<end>,['function_WN']
9KLKLN,충전 위치로 되돌아가 다음으로 엘이디 눈 조명을 3로 맞출 수 있니,<function_KI>();<function_WN>(brightness=3)<end>,"['function_KI', 'function_WN']"
9KMFZJ,엘이디 눈 밝기 일단계로 높여줄래 다음으로 최근 하는 일이 뭐야,<function_WN>(brightness=1);<function_MR>()<end>,"['function_WN', 'function_MR']"
9QDTXU,조명 밝기 최소로 해줘,<function_WN>(brightness=0)<end>,['function_WN']
9TKGXH,디스플레이 발기 강도를 바꿔줘,<function_WN>(brightness=-1)<end>,['function_WN']
9WISDH,화면의 밝기를 설정해줘,<function_WN>(brightness=-1)<end>,['function_WN']
9XJTVX,충전하러 복귀 그 다음에 엘이디 눈 밝기 몇 퍼인지 말해줄래,<function_KI>();<function_WN>(get=True)<end>,"['function_KI', 'function_WN']"
