Index,Query(한글),LLM Output,Functions
0PXMFZ,수요일 오사카 날씨 비 와요,"<function_MO>(timeframe=5, location=""오사카"")<end>",['function_MO']
0QGDVH,주말 날씨 좀,"<function_MO>(timeframe=2, location=""0"")<end>",['function_MO']
0QJQMP,금요일 강서구 날씨 알려줘,"<function_MO>(timeframe=7, location=""강서구"")<end>",['function_MO']
0QYZGY,토요일 퀘벡 날씨 어때,"<function_MO>(timeframe=8, location=""퀘벡"")<end>",['function_MO']
0RHUVQ,수요일 양양 날씨 알려죠,"<function_MO>(timeframe=5, location=""양양"")<end>",['function_MO']
0TIXHQ,목요일 날씨,"<function_MO>(timeframe=6, location=""0"")<end>",['function_MO']
0TJRGN,수요일 날씨 전망을 표시해줄 수 있어 그 다음에 새로운 옷을 사고 싶은데 어떤 스타일이 좋을지 고민이야,"<function_MO>(timeframe=5, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
0TSPLG,주말 날씨 알려죠,"<function_MO>(timeframe=2, location=""0"")<end>",['function_MO']
0WFORI,시드니의 목요일 날씨 안내해줘,"<function_MO>(timeframe=6, location=""시드니"")<end>",['function_MO']
0XZUHL,고정 공기 청정 가동 시작해줘 또 목요일 싱가포르 날씨 비 와,"<function_PG>();<function_MO>(timeframe=6, location=싱가포르)<end>","['function_PG', 'function_MO']"
0YMVNL,목요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=6, location=""0"")<end>",['function_MO']
0YOHIT,월요일 날씨 몇 도야,"<function_MO>(timeframe=3, location=""0"")<end>",['function_MO']
0YTROP,처음 위치로 돌아가주면 좋겠어 그 다음에 목요일 날씨 몇 도야,"<function_KI>();<function_MO>(timeframe=6, location=""0"")<end>","['function_KI', 'function_MO']"
0ZJQWT,월요일 다카 날씨 더워,"<function_MO>(timeframe=3, location=""다카"")<end>",['function_MO']
0ZJXHW,금요일 날씨 전망을 표시해줄 수 있어 또 요즘 너무 바빠서 운동할 시간이 없어서 몸이 찌뿌둥해,"<function_MO>(timeframe=7, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
0ZPOYR,영화관에서 팝콘이랑 콜라 마시면서 영화 보고 싶다 다음으로 일요일 리우데자네이루 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=9, location=리우데자네이루)<end>","['function_MR', 'function_MO']"
0ZSCUY,일요일 블라디보스토크 날씨에 눈 오니,"<function_MO>(timeframe=9, location=""블라디보스토크"")<end>",['function_MO']
0ZTSXX,수요일 하바나 날씨 어때,"<function_MO>(timeframe=5, location=""하바나"")<end>",['function_MO']
1AAQPL,내일 상하이 날씨 두껍게 입어야 해,"<function_MO>(timeframe=1, location=""상하이"")<end>",['function_MO']
1AMVKE,고정 공기 청정 실행해줘 이어서 일요일 날씨 추울까,"<function_PG>();<function_MO>(timeframe=9, location=""0"")<end>","['function_PG', 'function_MO']"
1BGELW,일요일 날씨 알려줄래,"<function_MO>(timeframe=9, location=""0"")<end>",['function_MO']
1BTPUX,화요일 시애틀 날씨 몇 도야,"<function_MO>(timeframe=4, location=""시애틀"")<end>",['function_MO']
1BYXJK,처음 위치로 돌아가주면 좋겠어 그리고 현재 하노이 날씨 알려주세요,"<function_KI>();<function_MO>(timeframe=0, location=하노이)<end>","['function_KI', 'function_MO']"
1DAPUW,금요일 창춘 날씨 알려줘,"<function_MO>(timeframe=7, location=""창춘"")<end>",['function_MO']
1DKEJO,금요일 우한 날씨 어때,"<function_MO>(timeframe=7, location=""우한"")<end>",['function_MO']
1DNZQQ,고정 공기 청정 가동 시작해줘 그러고 나서 주말 베이징 날씨 몇 도야,"<function_PG>();<function_MO>(timeframe=2, location=베이징)<end>","['function_PG', 'function_MO']"
1DTOWJ,월요일 오클랜드 날씨 어때,"<function_MO>(timeframe=3, location=""오클랜드"")<end>",['function_MO']
1EGPXF,월요일 날씨,"<function_MO>(timeframe=3, location=""0"")<end>",['function_MO']
1FHRYU,목요일 날씨 좀,"<function_MO>(timeframe=6, location=""0"")<end>",['function_MO']
1GXNQW,목요일 날씨 알려줄래,"<function_MO>(timeframe=6, location=""0"")<end>",['function_MO']
1HOHQQ,토요일 카사블랑카 날씨 몇 도일까,"<function_MO>(timeframe=8, location=""카사블랑카"")<end>",['function_MO']
1HVDPJ,내일 군산 날씨 좀 알려주세요,"<function_MO>(timeframe=1, location=""군산"")<end>",['function_MO']
1IDJOT,시드니의 토요일 날씨 정보 표시해줄래 그 후에 오늘은 아무것도 안 하고 그냥 푹 쉬고 싶어,"<function_MO>(timeframe=8, location=시드니);<function_MR>()<end>","['function_MO', 'function_MR']"
1IEUIG,금요일 여기 날씨 어때,"<function_MO>(timeframe=7, location=""0"")<end>",['function_MO']
1IQURS,화요일 날씨 더워,"<function_MO>(timeframe=4, location=""0"")<end>",['function_MO']
1KQILT,월요일 여수 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=3, location=""여수"")<end>",['function_MO']
1KVKJE,하남의 일요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=9, location=""하남"")<end>",['function_MO']
1MICBK,푸켓 주말 날씨 알려줘,"<function_MO>(timeframe=2, location=""푸켓"")<end>",['function_MO']
1MQBGV,화요일 순천 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=4, location=""순천"")<end>",['function_MO']
1NMDAC,목요일 관악구 날씨 알려줘,"<function_MO>(timeframe=6, location=""관악구"")<end>",['function_MO']
1OEFVP,전주 내일 날씨 더울까,"<function_MO>(timeframe=1, location=""전주"")<end>",['function_MO']
1RJCYI,월요일 날씨 어때,"<function_MO>(timeframe=3, location=""0"")<end>",['function_MO']
1RKUPO,새로 시작한 운동이 너무 힘들어서 포기할까 고민 중이야 다음으로 수요일 나폴리 날씨 어때,"<function_MR>();<function_MO>(timeframe=5, location=나폴리)<end>","['function_MR', 'function_MO']"
1RYGFY,이제 그만 복귀해 월요일 날씨 몇 도야,"<function_KI>();<function_MO>(timeframe=3, location=""0"")<end>","['function_KI', 'function_MO']"
1SCYJG,처음 위치로 돌아가주면 좋겠어 다음으로 월요일 리우데자네이루 날씨 비 와,"<function_KI>();<function_MO>(timeframe=3, location=리우데자네이루)<end>","['function_KI', 'function_MO']"
1SLHZC,고정 공기 청정 가동 시작해줘 그 후에 주말 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=2, location=""0"")<end>","['function_PG', 'function_MO']"
1STPTY,주말 광주 날씨 좀 알려주세요,"<function_MO>(timeframe=2, location=""광주"")<end>",['function_MO']
1TBLBM,목요일 몰타 날씨 알려주세요,"<function_MO>(timeframe=6, location=""몰타"")<end>",['function_MO']
1TSRRD,수요일 날씨 어때,"<function_MO>(timeframe=5, location=""0"")<end>",['function_MO']
1TUMZO,목요일 대치동 날씨 상황 어때,"<function_MO>(timeframe=6, location=""대치동"")<end>",['function_MO']
1UYXXA,이제 그만 복귀해 그리고 월요일 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=3, location=""0"")<end>","['function_KI', 'function_MO']"
1VJOSF,수요일 뮌헨 날씨 어때요,"<function_MO>(timeframe=5, location=""뮌헨"")<end>",['function_MO']
1VJZIG,고정 공기 청정 실행해줘 그리고 토요일 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=8, location=""0"")<end>","['function_PG', 'function_MO']"
1VQQAB,주말 오타와 날씨 비 와,"<function_MO>(timeframe=2, location=""오타와"")<end>",['function_MO']
1WANRN,수요일 오사카 날씨 비 와 다음으로 다음 주에는 조금 더 부지런하게 지내야겠다고 다짐 중이야,"<function_MO>(timeframe=5, location=오사카);<function_MR>()<end>","['function_MO', 'function_MR']"
1WDXGY,수요일 샌프란시스코 날씨 안내해죠,"<function_MO>(timeframe=5, location=""샌프란시스코"")<end>",['function_MO']
1WHTMO,충전 위치로 되돌아가 또 수요일 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=5, location=""0"")<end>","['function_KI', 'function_MO']"
1YFACS,내일 빈 날씨 좀 알려줘,"<function_MO>(timeframe=1, location=""빈"")<end>",['function_MO']
1YIURM,홍성 월요일 날씨 어때요,"<function_MO>(timeframe=3, location=""홍성"")<end>",['function_MO']
1ZTUFQ,이제 그만 복귀해 그리고 목요일 날씨 전망을 표시해줄 수 있어,"<function_KI>();<function_MO>(timeframe=6, location=""0"")<end>","['function_KI', 'function_MO']"
2BABDE,금요일 사이판 날씨 알려주세요,"<function_MO>(timeframe=7, location=""사이판"")<end>",['function_MO']
2BVIJI,수요일 안양 날씨 알려줘,"<function_MO>(timeframe=5, location=""안양"")<end>",['function_MO']
2FKBTP,일요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=9, location=""0"")<end>",['function_MO']
2FKJMH,월요일 날씨 보여줘,"<function_MO>(timeframe=3, location=""0"")<end>",['function_MO']
2GXGUV,주말 목포 날씨 더울까,"<function_MO>(timeframe=2, location=""목포"")<end>",['function_MO']
2HBHGT,주말 김포 날씨 알려줘,"<function_MO>(timeframe=2, location=""김포"")<end>",['function_MO']
2HRSMB,일요일 벤쿠버 날씨 어때,"<function_MO>(timeframe=9, location=""벤쿠버"")<end>",['function_MO']
2HVLGU,미슐콜츠의 금요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=7, location=""미슐콜츠"")<end>",['function_MO']
2HYYIE,금요일 안산 날씨 좀 알려주세요,"<function_MO>(timeframe=7, location=""안산"")<end>",['function_MO']
2HZQTL,고정 공청 기능 켜줘 그 후에 화요일 홍콩 날씨 어때,"<function_PG>();<function_MO>(timeframe=4, location=홍콩)<end>","['function_PG', 'function_MO']"
2IKEJC,월요일 삿포로 날씨 비 와요,"<function_MO>(timeframe=3, location=""삿포로"")<end>",['function_MO']
2JVDAV,목요일 후쿠오카 날씨 비 와요,"<function_MO>(timeframe=6, location=""후쿠오카"")<end>",['function_MO']
2KASSV,일요일 몬트리올 날씨 비 와 다음으로 새로 산 책이 너무 재미있어서 밤새 읽었어,"<function_MO>(timeframe=9, location=몬트리올);<function_MR>()<end>","['function_MO', 'function_MR']"
2NCBNM,충전하러 복귀 이어서 목요일 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=6, location=""0"")<end>","['function_KI', 'function_MO']"
2NMIST,내일 마닐라 날씨 알려주세요,"<function_MO>(timeframe=1, location=""마닐라"")<end>",['function_MO']
2PHZWP,일요일 의성 날씨 좀 알려줄래,"<function_MO>(timeframe=9, location=""의성"")<end>",['function_MO']
2QCHVS,토요일 가평 날씨 어때,"<function_MO>(timeframe=8, location=""가평"")<end>",['function_MO']
2QCQMR,화요일 여기 날씨 어때,"<function_MO>(timeframe=4, location=""0"")<end>",['function_MO']
2QMKYZ,수요일 서초구 날씨 알려줘,"<function_MO>(timeframe=5, location=""서초구"")<end>",['function_MO']
2REKPX,일요일 날씨 더워,"<function_MO>(timeframe=9, location=""0"")<end>",['function_MO']
2TIWKP,일요일 삿포로 날씨 비 와요,"<function_MO>(timeframe=9, location=""삿포로"")<end>",['function_MO']
2UFKQY,금요일 날씨 더워,"<function_MO>(timeframe=7, location=""0"")<end>",['function_MO']
2VCWCC,일요일 날씨,"<function_MO>(timeframe=9, location=""0"")<end>",['function_MO']
2VNQRM,목요일 도쿄 날씨 많이 더울까,"<function_MO>(timeframe=6, location=""도쿄"")<end>",['function_MO']
2VTGAD,일요일 웰링턴 날씨 안내해줘,"<function_MO>(timeframe=9, location=""웰링턴"")<end>",['function_MO']
2VYMCF,일요일 날씨 전망을 표시해줄 수 있어 그 다음에 새로 나온 스마트폰 사고 싶은데 지금 사도 괜찮을까,"<function_MO>(timeframe=9, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
2WPDHU,목요일 홍천 날씨 알려줄래,"<function_MO>(timeframe=6, location=""홍천"")<end>",['function_MO']
2XGVFJ,토요일 날씨 보여줘,"<function_MO>(timeframe=8, location=""0"")<end>",['function_MO']
2YHQSN,금요일 횡성 날씨 알려줄래,"<function_MO>(timeframe=7, location=""횡성"")<end>",['function_MO']
2ZFDMU,일요일 동두천 날씨 좀 알려주세요,"<function_MO>(timeframe=9, location=""동두천"")<end>",['function_MO']
2ZGUER,다음 주에 친구들이랑 여행 가기로 했는데 기대 돼 그리고 화요일 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=4, location=""0"")<end>","['function_MR', 'function_MO']"
2ZOAEC,충전하러 복귀 그리고 내일 날씨 전망을 표시해줄 수 있어,"<function_KI>();<function_MO>(timeframe=1, location=""0"")<end>","['function_KI', 'function_MO']"
3AZZOB,고정 공기 청정 가동 시작해줘 이어서 월요일 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=3, location=""0"")<end>","['function_PG', 'function_MO']"
3BHOYC,대저우의 토요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=8, location=""대저우"")<end>",['function_MO']
3CEHIR,처음 위치로 돌아가주면 좋겠어 마닐라의 목요일 날씨 정보 표시해줄래,"<function_KI>();<function_MO>(timeframe=6, location=마닐라)<end>","['function_KI', 'function_MO']"
3CZGUA,창녕 목요일 날씨 어때요,"<function_MO>(timeframe=6, location=""창녕"")<end>",['function_MO']
3DBVRO,토요일 날씨,"<function_MO>(timeframe=8, location=""0"")<end>",['function_MO']
3EEQEC,토요일 파주 날씨 알려줘,"<function_MO>(timeframe=8, location=""파주"")<end>",['function_MO']
3EMKLA,노원구의 수요일 날씨 정보 표시해줄래 다음으로 집에 있는 시간이 많아지니까 집안일을 자꾸 미루게 돼,"<function_MO>(timeframe=5, location=노원구);<function_MR>()<end>","['function_MO', 'function_MR']"
3EPLZX,고정 공청 기능 켜줘 그리고 내일 날씨 몇 도야,"<function_PG>();<function_MO>(timeframe=1, location=""0"")<end>","['function_PG', 'function_MO']"
3FAAPG,집에 있는 간식이 다 떨어져서 마트에 가야겠어 다음으로 내일 파리 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=1, location=파리)<end>","['function_MR', 'function_MO']"
3FHIMS,살라망카 수요일 날씨 알려줘,"<function_MO>(timeframe=5, location=""살라망카"")<end>",['function_MO']
3FXEZZ,수요일 리옹 날씨 알려주세요,"<function_MO>(timeframe=5, location=""리옹"")<end>",['function_MO']
3GTVXM,주말 라사 날씨 몇 도야,"<function_MO>(timeframe=2, location=""라사"")<end>",['function_MO']
3HQDBN,목요일 마드리드 날씨 알려주세요,"<function_MO>(timeframe=6, location=""마드리드"")<end>",['function_MO']
3IAWMV,내일 리우데자네이루 날씨에 눈 오니,"<function_MO>(timeframe=1, location=""리우데자네이루"")<end>",['function_MO']
3INQZG,목요일 인제 날씨 어때,"<function_MO>(timeframe=6, location=""인제"")<end>",['function_MO']
3JZTRG,다음 주에는 조금 더 부지런하게 지내야겠다고 결심했어 이어서 금요일 해남 날씨 어때,"<function_MR>();<function_MO>(timeframe=7, location=해남)<end>","['function_MR', 'function_MO']"
3KLCUY,아침에 일어나서 바로 운동하는 게 참 어렵네 다음으로 내일 서울 날씨 어때,"<function_MR>();<function_MO>(timeframe=1, location=서울)<end>","['function_MR', 'function_MO']"
3KOITL,청정 켜봐 또 토요일 날씨 몇 도야,"<function_PG>();<function_MO>(timeframe=8, location=""0"")<end>","['function_PG', 'function_MO']"
3LXIDD,토요일 담양 날씨 어때,"<function_MO>(timeframe=8, location=""담양"")<end>",['function_MO']
3LZVMH,강릉의 금요일 날씨 정보 표시해줄래 이어서 새로 나온 드라마가 인기가 많아서 한번 봐야겠어,"<function_MO>(timeframe=7, location=강릉);<function_MR>()<end>","['function_MO', 'function_MR']"
3MHRWK,충전 위치로 되돌아가 그 다음에 수요일 카사블랑카 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=5, location=카사블랑카)<end>","['function_KI', 'function_MO']"
3NEGVL,월요일 날씨 알려죠요,"<function_MO>(timeframe=3, location=""0"")<end>",['function_MO']
3NUEGA,금요일 리마 날씨가 어떤가요,"<function_MO>(timeframe=7, location=""리마"")<end>",['function_MO']
3NUIWL,내일 날씨 전망을 표시해줄 수 있어 그 다음에 저녁으로 뭘 먹어야 할지 아직도 결정 못 했어,"<function_MO>(timeframe=1, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
3OOVRZ,충전 위치로 되돌아가 또 카트만두의 목요일 날씨 정보 표시해줄래,"<function_KI>();<function_MO>(timeframe=6, location=카트만두)<end>","['function_KI', 'function_MO']"
3OXLVK,화요일 날씨 좀,"<function_MO>(timeframe=4, location=""0"")<end>",['function_MO']
3OYBJK,수요일 부에노스아이레스 날씨가 어떤가요,"<function_MO>(timeframe=5, location=""부에노스아이레스"")<end>",['function_MO']
3PMWOX,월요일 날씨 알려줘,"<function_MO>(timeframe=3, location=""0"")<end>",['function_MO']
3PWALB,청정 켜봐 그러고 나서 화요일 날씨 알려줘,"<function_PG>();<function_MO>(timeframe=4, location=""0"")<end>","['function_PG', 'function_MO']"
3QEVAH,수요일 하노이 날씨 어때,"<function_MO>(timeframe=5, location=""하노이"")<end>",['function_MO']
3QPVHE,주말 춘천 날씨 어때,"<function_MO>(timeframe=2, location=""춘천"")<end>",['function_MO']
3RFOVW,스테이션 위치로 복귀하세요 그리고 현재 부산 날씨 알려주세요,"<function_KI>();<function_MO>(timeframe=0, location=부산)<end>","['function_KI', 'function_MO']"
3RLEBG,수요일 두바이 날씨 몇 도일까,"<function_MO>(timeframe=5, location=""두바이"")<end>",['function_MO']
3SUPYN,새로 산 책을 읽고 있는데 내용이 너무 흥미로워 그 후에 토요일 런던 날씨 어때,"<function_MR>();<function_MO>(timeframe=8, location=런던)<end>","['function_MR', 'function_MO']"
3SVZVB,화요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=4, location=""0"")<end>",['function_MO']
3TQHUN,수요일 광저우 날씨 두껍게 입어야 해,"<function_MO>(timeframe=5, location=""광저우"")<end>",['function_MO']
3UBYCY,토요일 날씨 알려줘,"<function_MO>(timeframe=8, location=""0"")<end>",['function_MO']
3VVQVM,화요일 태안 날씨 알려줄래,"<function_MO>(timeframe=4, location=""태안"")<end>",['function_MO']
3WKCCQ,토요일 양평 날씨 알려줘,"<function_MO>(timeframe=8, location=""양평"")<end>",['function_MO']
3WLTWN,고정 청정 온 그 후에 방콕의 수요일 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=5, location=방콕)<end>","['function_PG', 'function_MO']"
3XTTSO,충전하러 복귀 다음으로 화요일 날씨 정보 표시해줄래,"<function_KI>();<function_MO>(timeframe=4, location=""0"")<end>","['function_KI', 'function_MO']"
3XXSEH,영천 금요일 날씨 어때요,"<function_MO>(timeframe=7, location=""영천"")<end>",['function_MO']
3ZCJFW,화요일 베이징 날씨 비 와,"<function_MO>(timeframe=4, location=""베이징"")<end>",['function_MO']
3ZCPFE,일요일 고흥 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=9, location=""고흥"")<end>",['function_MO']
3ZEDDQ,산레모 목요일 날씨 보여줘,"<function_MO>(timeframe=6, location=""산레모"")<end>",['function_MO']
3ZLGDY,수요일 밴쿠버 날씨 몇 도야,"<function_MO>(timeframe=5, location=""밴쿠버"")<end>",['function_MO']
4AMPER,화요일 날씨 알려줘,"<function_MO>(timeframe=4, location=""0"")<end>",['function_MO']
4BWECD,수요일 날씨 좀 알려줘요,"<function_MO>(timeframe=5, location=""0"")<end>",['function_MO']
4CQULT,월요일 제네바 날씨 좀 알려죠요,"<function_MO>(timeframe=3, location=""제네바"")<end>",['function_MO']
4DFDHM,점심 먹고 나니까 갑자기 너무 졸리네 잠깐 낮잠이라도 자야겠어 그러고 나서 주말 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=2, location=""0"")<end>","['function_MR', 'function_MO']"
4DFSFF,일요일 타히티 날씨 알려주세요,"<function_MO>(timeframe=9, location=""타히티"")<end>",['function_MO']
4DOMCW,월요일 메카 날씨 안내해줘,"<function_MO>(timeframe=3, location=""메카"")<end>",['function_MO']
4EBCLV,화요일 날씨 보여줘,"<function_MO>(timeframe=4, location=""0"")<end>",['function_MO']
4FDAAB,월요일 진주 날씨 알려줘,"<function_MO>(timeframe=3, location=""진주"")<end>",['function_MO']
4FRYLG,리우 화요일 날씨가 어떤가요,"<function_MO>(timeframe=4, location=""리우"")<end>",['function_MO']
4FSVLO,고정 공기 청정 가동 시작해줘 그리고 화요일 날씨 전망을 표시해줄 수 있어,"<function_PG>();<function_MO>(timeframe=4, location=""0"")<end>","['function_PG', 'function_MO']"
4FWELN,고정 청정 온 이어서 일요일 해남 날씨 알려줘,"<function_PG>();<function_MO>(timeframe=9, location=해남)<end>","['function_PG', 'function_MO']"
4FYACT,성북구 토요일 날씨 눈 올까,"<function_MO>(timeframe=8, location=""성북구"")<end>",['function_MO']
4FZXAK,주말 나고야 날씨 비 와요,"<function_MO>(timeframe=2, location=""나고야"")<end>",['function_MO']
4GCQRJ,자카르타의 월요일 날씨 정보 표시해줄래 이어서 내일은 아침부터 중요한 미팅이 있어서 조금 긴장되네,"<function_MO>(timeframe=3, location=자카르타);<function_MR>()<end>","['function_MO', 'function_MR']"
4GKWUS,화요일 날씨 몇 도야,"<function_MO>(timeframe=4, location=""0"")<end>",['function_MO']
4GNJPB,금요일 하노이 날씨 비 와,"<function_MO>(timeframe=7, location=""하노이"")<end>",['function_MO']
4HDCFE,내일은 꼭 일찍 일어나서 하루를 시작해야지 그 후에 토요일 제주시 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=8, location=제주시)<end>","['function_MR', 'function_MO']"
4HKZYE,토요일 샌프란시스코 날씨 몇 도야,"<function_MO>(timeframe=8, location=""샌프란시스코"")<end>",['function_MO']
4HSNQH,월요일 부다페스트 날씨에 눈 오니,"<function_MO>(timeframe=3, location=""부다페스트"")<end>",['function_MO']
4HTFZJ,주말 베니스 날씨 많이 더울까,"<function_MO>(timeframe=2, location=""베니스"")<end>",['function_MO']
4ICYHD,화요일 날씨 어때,"<function_MO>(timeframe=4, location=""0"")<end>",['function_MO']
4IQDWN,월요일 베른 날씨가 어떤가요,"<function_MO>(timeframe=3, location=""베른"")<end>",['function_MO']
4JEGTJ,목요일 상파울루 날씨가 어떤가요,"<function_MO>(timeframe=6, location=""상파울루"")<end>",['function_MO']
4JEQAX,내일은 꼭 일찍 일어나서 할 일을 끝내야겠어 다음으로 수요일 강남 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=5, location=강남)<end>","['function_MR', 'function_MO']"
4JKCXD,청정 켜봐 그 다음에 목요일 날씨 알려줘,"<function_PG>();<function_MO>(timeframe=6, location=""0"")<end>","['function_PG', 'function_MO']"
4JWDGF,고정 공기 청정 가동 시작해줘 그리고 강남의 금요일 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=7, location=강남)<end>","['function_PG', 'function_MO']"
4KBVBR,주말 타이베이 날씨 두껍게 입어야 해,"<function_MO>(timeframe=2, location=""타이베이"")<end>",['function_MO']
4KUBCT,주말 발리 날씨 알려주세요,"<function_MO>(timeframe=2, location=""발리"")<end>",['function_MO']
4LTIRN,고정 공기 청정 실행해줘 다음으로 수요일 두바이 날씨 비 와,"<function_PG>();<function_MO>(timeframe=5, location=두바이)<end>","['function_PG', 'function_MO']"
4LZDAE,토요일 날씨 추울까,"<function_MO>(timeframe=8, location=""0"")<end>",['function_MO']
4MOUCQ,금요일 날씨 어때,"<function_MO>(timeframe=7, location=""0"")<end>",['function_MO']
4MZQCR,주말 날씨 좀 알려죠요,"<function_MO>(timeframe=2, location=""0"")<end>",['function_MO']
4NNUOC,화요일 날씨 추울까,"<function_MO>(timeframe=4, location=""0"")<end>",['function_MO']
